member_casual,rideable_type,day_of_week,month,hour_of_day,total_rides,avg_ride_length_minutes
member,classic_bike,2,4,8,1284,10.5
member,electric_bike,3,4,18,1272,9.79
casual,electric_bike,5,4,7,232,8.23
member,electric_bike,5,4,10,400,9.54
casual,electric_bike,7,4,8,126,12.0
member,electric_bike,7,4,10,576,9.16
member,electric_bike,1,4,11,542,9.39
member,electric_bike,2,4,12,474,9.25
member,electric_bike,3,4,11,460,8.29
member,classic_bike,3,4,17,2795,13.49
member,classic_bike,3,4,19,1217,12.86
member,classic_bike,4,4,6,469,10.08
member,classic_bike,4,4,7,989,11.68
casual,electric_bike,4,4,16,552,10.83
member,electric_bike,4,4,17,1615,10.47
casual,electric_bike,5,4,6,128,6.48
member,classic_bike,5,4,9,862,9.95
member,classic_bike,6,4,4,28,10.07
casual,electric_bike,6,4,18,426,12.31
casual,classic_bike,6,4,22,120,15.09
casual,classic_bike,7,4,19,295,18.95
casual,classic_bike,7,4,22,146,15.47
member,classic_bike,2,4,11,578,10.52
member,electric_bike,4,4,12,526,7.9
casual,electric_bike,4,4,14,240,13.37
member,electric_bike,5,4,16,1361,10.18
casual,electric_bike,5,4,20,165,9.55
member,electric_bike,6,4,3,24,7.5
casual,electric_bike,6,4,7,184,9.4
member,classic_bike,7,4,9,576,11.53
casual,classic_bike,7,4,12,718,29.42
member,classic_bike,1,4,0,150,10.06
casual,classic_bike,1,4,10,424,29.96
member,classic_bike,2,4,6,528,10.04
casual,electric_bike,2,4,16,552,13.97
member,electric_bike,2,4,19,618,9.38
casual,classic_bike,3,4,14,346,25.54
member,electric_bike,3,4,20,494,9.01
member,classic_bike,4,4,18,1427,12.46
member,classic_bike,5,5,12,936,11.68
member,classic_bike,5,5,17,2846,13.43
member,classic_bike,5,5,23,226,11.59
member,electric_bike,6,5,8,1239,9.3
member,electric_bike,6,5,11,718,10.51
casual,classic_bike,6,5,16,1140,30.02
member,classic_bike,6,5,19,1018,12.28
member,electric_bike,7,5,8,522,9.62
member,electric_bike,1,5,2,71,8.55
member,classic_bike,1,5,14,960,14.21
member,electric_bike,2,5,16,1335,10.83
member,classic_bike,2,5,21,397,12.6
member,classic_bike,3,5,10,539,11.17
member,classic_bike,3,5,14,681,12.07
member,classic_bike,3,5,16,1816,12.94
member,electric_bike,4,5,10,324,9.77
member,electric_bike,5,5,5,201,7.34
member,classic_bike,5,5,19,1247,13.16
member,electric_bike,6,5,7,1076,9.02
member,classic_bike,6,5,12,1280,11.8
casual,classic_bike,7,5,10,1004,35.57
casual,classic_bike,7,5,15,1486,34.89
casual,classic_bike,7,5,16,1479,37.78
member,classic_bike,1,5,15,911,15.44
member,classic_bike,1,5,16,827,17.74
member,electric_bike,2,5,15,907,10.7
casual,classic_bike,2,5,17,805,25.28
member,electric_bike,4,5,13,533,8.96
member,electric_bike,5,5,7,1391,8.93
casual,classic_bike,5,5,14,507,31.42
casual,electric_bike,5,5,21,317,10.76
casual,classic_bike,7,5,1,183,35.37
member,classic_bike,7,5,19,878,13.5
casual,classic_bike,1,5,18,699,31.05
casual,electric_bike,5,5,9,272,11.24
casual,classic_bike,5,5,15,604,34.53
member,electric_bike,5,5,20,554,9.46
member,classic_bike,7,5,12,1410,14.48
member,electric_bike,7,5,18,874,11.59
casual,electric_bike,1,5,0,268,12.72
casual,classic_bike,1,5,20,261,23.92
casual,electric_bike,2,5,7,205,8.57
member,classic_bike,3,5,15,979,11.57
casual,electric_bike,3,5,17,713,12.99
member,classic_bike,4,5,4,42,8.86
casual,classic_bike,6,5,15,964,28.89
member,classic_bike,6,5,17,2093,13.02
member,electric_bike,6,5,18,1296,11.47
casual,classic_bike,7,5,13,1569,34.55
casual,classic_bike,7,5,14,1478,34.33
member,classic_bike,7,5,17,1291,14.32
member,electric_bike,7,5,20,482,10.86
casual,classic_bike,1,6,11,1753,38.36
member,classic_bike,1,6,14,1599,16.73
member,classic_bike,1,6,15,1483,16.57
member,classic_bike,2,6,9,1094,11.43
member,electric_bike,2,6,16,2182,10.98
casual,classic_bike,2,6,23,193,31.46
member,classic_bike,3,6,15,1141,13.1
casual,electric_bike,4,6,8,400,9.88
casual,classic_bike,4,6,22,343,24.8
member,electric_bike,5,6,8,1427,9.65
member,classic_bike,5,6,17,2626,14.52
member,electric_bike,5,6,20,641,11.12
member,electric_bike,6,6,8,1109,9.29
casual,electric_bike,6,6,9,384,15.02
member,classic_bike,6,6,12,992,11.54
casual,classic_bike,6,6,15,999,33.09
member,classic_bike,6,6,17,1907,15.02
member,classic_bike,6,6,22,510,15.74
casual,classic_bike,7,6,1,328,22.97
member,classic_bike,7,6,22,534,16.14
casual,classic_bike,2,6,19,1166,30.25
casual,classic_bike,3,6,11,521,36.01
member,classic_bike,3,6,14,821,12.08
member,classic_bike,3,6,16,2027,13.64
casual,classic_bike,3,6,20,771,25.1
member,classic_bike,4,6,4,31,10.65
member,electric_bike,4,6,16,1692,11.47
casual,classic_bike,4,6,17,1104,27.77
casual,electric_bike,4,6,18,599,15.73
casual,classic_bike,4,6,19,818,28.31
member,electric_bike,5,6,6,666,8.95
member,electric_bike,5,6,11,714,10.46
member,electric_bike,6,6,11,641,10.76
member,classic_bike,6,6,19,1257,14.59
member,electric_bike,7,6,7,291,10.16
member,classic_bike,7,6,12,1439,14.47
casual,classic_bike,7,6,15,2159,31.82
casual,classic_bike,7,6,16,2037,31.17
member,classic_bike,1,6,10,1356,13.8
member,classic_bike,1,6,13,1508,14.95
member,classic_bike,1,6,16,1444,15.7
casual,classic_bike,2,6,12,919,38.71
member,electric_bike,2,6,15,1185,10.75
casual,classic_bike,3,6,5,74,15.7
member,electric_bike,4,6,13,528,9.76
casual,classic_bike,5,6,14,868,32.13
member,classic_bike,5,6,19,1554,15.17
casual,electric_bike,5,6,21,520,13.26
member,electric_bike,6,6,6,555,9.09
casual,classic_bike,6,6,16,1152,26.39
casual,classic_bike,7,6,10,1369,36.97
casual,classic_bike,7,6,14,2126,32.15
member,classic_bike,7,6,17,1214,15.0
casual,electric_bike,1,6,19,665,18.01
casual,classic_bike,1,6,20,745,29.34
member,electric_bike,2,6,3,30,7.83
member,classic_bike,3,6,13,809,12.35
member,classic_bike,4,6,21,678,15.66
member,classic_bike,5,6,12,1002,12.86
member,electric_bike,6,6,5,210,8.55
casual,classic_bike,6,6,13,891,33.77
casual,classic_bike,6,6,14,844,31.84
member,classic_bike,6,6,23,389,13.41
member,electric_bike,7,6,8,537,11.65
casual,classic_bike,7,6,13,2098,34.13
member,classic_bike,1,6,3,73,30.78
casual,classic_bike,1,6,18,1224,32.98
member,electric_bike,2,6,14,784,11.24
member,classic_bike,3,7,13,1078,11.83
member,classic_bike,3,7,14,1028,12.81
member,classic_bike,3,7,16,2554,13.56
casual,classic_bike,3,7,18,1572,25.13
member,classic_bike,4,7,9,1312,11.89
member,electric_bike,4,7,14,855,10.79
member,electric_bike,4,7,16,2349,11.72
casual,classic_bike,4,7,23,243,25.85
member,electric_bike,5,7,11,819,11.18
casual,classic_bike,5,7,16,1103,24.68
casual,classic_bike,6,7,13,1038,33.54
casual,classic_bike,6,7,14,1042,43.47
casual,classic_bike,6,7,16,1376,32.92
casual,electric_bike,6,7,21,720,16.89
casual,classic_bike,7,7,14,1678,34.18
casual,classic_bike,7,7,15,1642,30.62
casual,electric_bike,1,7,0,504,15.64
member,electric_bike,1,7,9,574,11.06
casual,classic_bike,1,7,11,1271,35.0
member,classic_bike,1,7,13,1367,16.3
member,classic_bike,1,7,14,1334,17.48
casual,classic_bike,1,7,18,1127,33.15
member,electric_bike,2,7,15,1045,10.75
member,electric_bike,2,7,16,1933,11.45
member,classic_bike,2,7,21,845,15.06
casual,electric_bike,3,7,0,193,15.33
casual,electric_bike,3,7,19,882,15.43
member,classic_bike,4,7,4,58,12.95
member,classic_bike,4,7,21,950,15.28
member,classic_bike,5,7,0,97,12.3
member,classic_bike,5,7,17,3135,13.91
member,classic_bike,5,7,19,1642,14.29
casual,classic_bike,6,7,15,1266,31.91
member,classic_bike,6,7,17,1737,14.89
member,electric_bike,6,7,18,1270,12.76
member,classic_bike,6,7,23,362,14.94
member,electric_bike,7,7,8,478,11.26
member,classic_bike,7,7,22,592,20.7
member,classic_bike,1,7,15,1246,14.39
member,classic_bike,3,7,15,1405,14.04
member,electric_bike,5,7,6,958,9.58
member,classic_bike,5,7,22,542,15.01
member,electric_bike,6,7,8,1055,9.57
casual,electric_bike,6,7,9,424,16.3
member,electric_bike,6,7,20,670,13.14
member,classic_bike,6,7,22,491,14.93
member,electric_bike,7,7,6,230,11.54
member,electric_bike,7,7,7,296,10.44
member,electric_bike,7,7,18,986,14.27
member,electric_bike,7,7,20,683,13.55
member,electric_bike,1,7,21,481,12.44
casual,electric_bike,2,7,8,415,11.13
member,electric_bike,3,7,9,955,10.3
member,classic_bike,3,7,10,968,13.06
casual,classic_bike,3,7,20,989,21.38
member,classic_bike,5,7,12,1259,12.11
member,electric_bike,5,7,18,1858,11.8
member,electric_bike,6,7,7,799,9.48
member,electric_bike,6,7,11,639,11.55
member,classic_bike,7,7,0,216,16.51
casual,classic_bike,7,7,13,1486,35.01
member,electric_bike,2,7,10,457,11.25
member,electric_bike,2,7,13,582,10.7
casual,classic_bike,2,7,17,1151,28.24
casual,electric_bike,3,7,17,1587,14.49
member,electric_bike,5,7,5,263,7.85
casual,electric_bike,5,7,9,497,14.69
member,electric_bike,6,8,7,1265,9.47
member,electric_bike,6,8,8,1549,9.73
member,classic_bike,6,8,12,1489,13.7
casual,classic_bike,6,8,13,1331,34.68
casual,classic_bike,6,8,16,1655,30.4
member,electric_bike,7,8,11,1260,12.56
casual,classic_bike,7,8,14,2647,32.8
member,electric_bike,7,8,18,1047,14.04
member,classic_bike,7,8,19,1121,14.45
member,classic_bike,7,8,22,681,14.45
member,classic_bike,1,8,1,232,11.79
casual,electric_bike,2,8,6,229,8.62
casual,electric_bike,2,8,8,446,10.27
member,electric_bike,2,8,15,1074,11.4
member,classic_bike,3,8,13,931,11.55
member,classic_bike,3,8,14,812,12.04
casual,electric_bike,3,8,17,1019,14.61
casual,classic_bike,3,8,18,891,22.88
member,electric_bike,4,8,10,460,10.07
member,electric_bike,4,8,16,2338,11.98
casual,electric_bike,5,8,2,54,12.17
member,classic_bike,5,8,19,1682,16.58
member,classic_bike,5,8,23,288,18.8
member,electric_bike,6,8,6,705,10.69
member,classic_bike,6,8,17,2680,13.54
casual,classic_bike,7,8,10,1890,36.02
member,classic_bike,7,8,12,1926,16.04
casual,classic_bike,7,8,15,2838,31.48
member,electric_bike,7,8,20,613,12.54
member,classic_bike,1,8,13,1796,16.1
member,classic_bike,1,8,14,1811,15.35
member,classic_bike,1,8,15,1777,15.82
member,classic_bike,1,8,16,1902,15.17
casual,electric_bike,1,8,17,1507,20.75
casual,electric_bike,1,8,19,882,17.71
member,classic_bike,2,8,4,41,12.56
member,electric_bike,2,8,14,734,10.87
member,electric_bike,2,8,16,1969,11.17
member,classic_bike,3,8,15,1013,14.17
casual,electric_bike,4,8,7,459,9.37
member,classic_bike,4,8,9,1071,12.26
casual,classic_bike,4,8,17,1322,24.59
casual,classic_bike,4,8,19,994,24.67
member,classic_bike,4,8,21,851,13.1
casual,classic_bike,5,8,15,814,28.15
member,classic_bike,5,8,17,2860,14.07
member,electric_bike,5,8,18,1487,12.51
member,electric_bike,6,8,20,770,12.28
member,electric_bike,7,8,8,730,11.44
casual,classic_bike,7,8,13,2756,34.57
casual,electric_bike,7,8,21,742,17.98
member,electric_bike,1,8,21,541,11.81
casual,electric_bike,2,8,7,381,9.85
member,electric_bike,3,8,9,705,9.36
member,classic_bike,3,8,16,1858,13.2
casual,electric_bike,4,8,8,566,9.85
member,electric_bike,5,8,8,1710,9.68
member,classic_bike,5,8,12,1023,12.45
casual,classic_bike,5,8,16,979,26.69
member,classic_bike,5,8,22,490,13.01
casual,electric_bike,6,8,4,66,15.44
casual,classic_bike,6,8,15,1519,27.26
member,electric_bike,6,8,18,1620,12.7
casual,electric_bike,1,8,12,1488,20.42
casual,classic_bike,1,8,18,1744,29.58
member,electric_bike,2,8,10,383,10.52
casual,classic_bike,2,8,23,72,35.49
member,electric_bike,4,8,1,37,12.49
member,electric_bike,4,8,13,765,10.24
member,electric_bike,5,8,7,1517,9.7
member,electric_bike,5,8,11,636,10.59
casual,classic_bike,6,8,10,844,39.34
casual,classic_bike,6,8,14,1268,29.78
member,classic_bike,6,8,19,1647,13.44
casual,classic_bike,7,8,16,2816,28.07
member,classic_bike,7,8,17,1560,15.09
casual,electric_bike,2,9,1,153,17.84
member,classic_bike,2,9,8,2077,11.92
casual,electric_bike,2,9,16,1247,15.81
member,classic_bike,2,9,20,1013,13.92
member,electric_bike,3,9,5,289,7.59
member,electric_bike,3,9,6,1156,9.11
member,classic_bike,3,9,12,1388,11.39
member,classic_bike,3,9,17,4057,14.93
member,classic_bike,3,9,19,1856,13.9
member,classic_bike,4,9,7,1818,12.31
member,classic_bike,4,9,8,2197,11.67
member,electric_bike,4,9,12,763,10.21
member,classic_bike,4,9,18,2102,13.08
member,classic_bike,4,9,20,976,11.63
member,classic_bike,5,9,9,1053,11.17
member,electric_bike,5,9,16,2369,11.86
casual,electric_bike,5,9,18,991,12.99
member,electric_bike,6,9,1,66,7.38
casual,electric_bike,6,9,6,244,8.32
member,classic_bike,6,9,21,560,13.32
casual,classic_bike,7,9,0,283,29.55
casual,electric_bike,7,9,11,1103,19.78
casual,classic_bike,7,9,19,635,28.46
member,classic_bike,7,9,21,472,11.6
casual,classic_bike,7,9,23,310,25.06
member,electric_bike,1,9,7,203,10.71
member,electric_bike,1,9,11,1167,12.09
member,classic_bike,1,9,19,866,12.93
member,classic_bike,2,9,6,699,11.66
member,electric_bike,2,9,12,921,10.95
casual,electric_bike,2,9,15,1054,16.68
member,electric_bike,2,9,17,2704,11.8
member,electric_bike,2,9,19,1278,10.87
member,classic_bike,4,9,6,806,11.59
member,electric_bike,5,9,13,825,10.83
casual,classic_bike,5,9,17,969,23.25
member,classic_bike,6,9,9,966,11.35
casual,electric_bike,6,9,11,717,20.09
casual,classic_bike,6,9,19,619,19.81
member,electric_bike,7,9,10,919,12.18
member,electric_bike,7,9,13,1125,12.62
member,electric_bike,7,9,14,1026,12.52
member,electric_bike,7,9,15,1051,13.87
member,electric_bike,7,9,16,1087,13.21
casual,electric_bike,1,9,9,599,17.97
casual,classic_bike,1,9,13,1331,33.73
casual,classic_bike,1,9,14,1286,36.59
member,classic_bike,1,9,23,153,17.19
member,classic_bike,2,9,7,1601,12.29
casual,electric_bike,2,9,14,958,19.2
member,electric_bike,3,9,7,2330,9.89
member,electric_bike,3,9,8,2381,9.97
member,electric_bike,3,9,11,700,11.23
casual,classic_bike,3,9,15,685,27.75
member,electric_bike,5,9,1,44,10.98
casual,electric_bike,6,9,7,397,8.61
member,electric_bike,6,9,15,1459,11.76
member,electric_bike,6,9,16,1975,11.83
casual,classic_bike,6,9,17,1149,25.79
member,classic_bike,1,9,12,1460,15.63
member,classic_bike,2,9,11,1166,13.26
member,electric_bike,3,9,18,2195,11.53
member,classic_bike,3,9,22,488,17.58
member,classic_bike,4,9,11,939,12.53
member,electric_bike,5,9,10,544,10.99
member,electric_bike,5,9,15,1333,11.64
casual,classic_bike,6,9,12,759,31.57
member,electric_bike,6,9,13,1034,10.41
member,electric_bike,6,9,14,1098,10.89
casual,electric_bike,7,9,20,562,15.33
casual,classic_bike,7,9,22,423,17.83
casual,classic_bike,1,9,15,1265,30.31
casual,classic_bike,1,9,16,1270,30.89
member,classic_bike,1,9,17,1373,15.04
member,classic_bike,2,9,18,2665,13.95
member,electric_bike,4,10,8,2286,9.42
member,classic_bike,4,10,17,3239,13.98
member,classic_bike,4,10,19,1426,10.85
member,classic_bike,5,10,13,1232,11.9
member,classic_bike,5,10,16,2443,13.07
casual,classic_bike,6,10,8,322,27.52
member,classic_bike,6,10,15,1640,16.98
member,classic_bike,6,10,16,2098,14.19
member,classic_bike,7,10,13,1411,13.81
casual,electric_bike,7,10,17,1004,15.55
casual,electric_bike,1,10,10,634,18.72
member,classic_bike,1,10,20,483,10.73
casual,classic_bike,1,10,21,217,37.9
member,electric_bike,2,10,8,1339,9.4
casual,classic_bike,2,10,16,625,25.86
member,classic_bike,2,10,17,2436,14.94
member,classic_bike,3,10,7,1343,13.39
member,classic_bike,3,10,11,730,12.23
casual,electric_bike,3,10,15,561,12.91
member,electric_bike,3,10,19,837,9.73
member,classic_bike,3,10,20,658,10.81
member,electric_bike,3,10,23,141,11.91
member,electric_bike,4,10,6,987,8.0
member,electric_bike,4,10,7,2188,9.3
member,electric_bike,4,10,11,687,10.21
member,electric_bike,5,10,9,1025,9.11
casual,electric_bike,5,10,19,830,11.56
casual,classic_bike,6,10,11,684,30.73
casual,classic_bike,6,10,18,850,23.57
member,classic_bike,7,10,14,1416,14.6
member,classic_bike,7,10,15,1400,15.07
member,classic_bike,1,10,7,292,13.27
casual,classic_bike,1,10,9,851,39.65
casual,electric_bike,1,10,14,935,17.5
casual,electric_bike,1,10,15,993,17.31
member,classic_bike,1,10,18,1172,14.82
member,classic_bike,2,10,0,55,9.96
member,electric_bike,2,10,7,1322,8.82
casual,classic_bike,2,10,10,422,37.59
member,classic_bike,2,10,12,968,12.4
casual,classic_bike,2,10,13,516,39.31
member,electric_bike,2,10,18,1300,10.6
member,classic_bike,2,10,19,987,12.34
member,classic_bike,3,10,6,593,12.36
member,classic_bike,3,10,8,1675,13.19
member,electric_bike,3,10,12,643,9.61
member,classic_bike,3,10,18,1709,11.81
member,classic_bike,4,10,12,1155,9.96
member,classic_bike,5,10,10,959,11.33
member,classic_bike,5,10,15,1674,12.02
member,electric_bike,6,10,4,41,8.0
member,electric_bike,6,10,9,989,8.38
member,classic_bike,6,10,13,1356,12.33
member,classic_bike,6,10,14,1260,12.7
member,electric_bike,2,10,20,555,9.08
casual,electric_bike,3,10,1,43,11.6
member,electric_bike,4,10,18,1976,10.88
member,classic_bike,5,10,14,1144,11.92
member,classic_bike,6,10,10,978,16.55
casual,electric_bike,7,10,0,431,11.48
member,classic_bike,7,10,10,1308,15.41
member,classic_bike,1,10,6,145,23.7
member,classic_bike,1,10,8,498,14.48
casual,electric_bike,2,10,21,246,10.65
member,electric_bike,3,10,22,277,10.85
casual,classic_bike,4,10,10,259,24.0
casual,electric_bike,7,11,2,192,10.81
casual,classic_bike,7,11,14,873,28.19
member,classic_bike,1,11,13,849,12.41
casual,electric_bike,2,11,6,108,6.06
member,electric_bike,2,11,13,509,10.22
member,electric_bike,2,11,14,472,10.08
casual,electric_bike,2,11,18,270,7.87
member,classic_bike,2,11,21,347,15.26
member,classic_bike,3,11,15,893,11.13
member,classic_bike,3,11,16,1333,14.13
member,electric_bike,4,11,13,589,9.15
member,classic_bike,5,11,12,680,13.97
member,classic_bike,5,11,17,1472,12.7
member,electric_bike,6,11,11,553,9.87
casual,classic_bike,7,11,10,468,28.98
casual,classic_bike,7,11,15,777,32.9
casual,classic_bike,1,11,8,97,19.12
member,classic_bike,1,11,15,956,14.19
member,electric_bike,2,11,15,847,9.4
member,electric_bike,2,11,16,1406,10.33
member,electric_bike,4,11,16,1519,10.67
member,classic_bike,5,11,23,135,18.59
member,electric_bike,6,11,7,755,9.11
member,classic_bike,6,11,17,1248,18.04
member,classic_bike,6,11,19,652,11.0
member,electric_bike,7,11,8,392,9.16
member,classic_bike,7,11,12,1043,12.74
casual,classic_bike,7,11,13,762,28.25
member,classic_bike,7,11,17,804,19.92
member,classic_bike,7,11,19,461,14.07
member,classic_bike,3,11,10,465,12.9
casual,electric_bike,3,11,12,245,12.3
member,classic_bike,3,11,14,628,12.18
casual,electric_bike,3,11,17,454,9.07
member,classic_bike,4,11,9,669,11.59
member,electric_bike,4,11,14,649,9.11
member,classic_bike,4,11,21,416,15.02
member,classic_bike,6,11,0,66,9.76
casual,electric_bike,6,11,2,33,8.21
member,electric_bike,6,11,5,149,6.48
member,electric_bike,6,11,8,979,8.63
member,electric_bike,6,11,18,841,10.88
member,electric_bike,6,11,20,349,10.46
casual,classic_bike,1,11,11,468,27.56
casual,electric_bike,1,11,19,195,10.12
casual,electric_bike,1,11,22,109,9.72
member,classic_bike,2,11,9,582,12.97
member,electric_bike,4,11,15,906,10.3
casual,classic_bike,4,11,17,262,15.1
member,electric_bike,5,11,7,1063,8.76
member,electric_bike,5,11,8,1316,9.12
member,classic_bike,1,11,14,826,16.67
member,classic_bike,2,12,13,305,10.98
member,classic_bike,4,12,13,376,10.21
member,classic_bike,4,12,16,685,14.41
member,classic_bike,5,12,11,310,9.58
member,classic_bike,5,12,20,209,10.86
member,electric_bike,1,12,1,42,9.74
member,electric_bike,1,12,15,219,11.67
member,classic_bike,1,12,21,51,9.53
member,electric_bike,3,12,10,256,8.15
member,electric_bike,3,12,14,418,9.03
member,electric_bike,3,12,16,926,10.97
member,electric_bike,5,12,23,80,9.06
member,electric_bike,6,12,19,258,10.12
member,electric_bike,3,12,15,606,10.16
casual,classic_bike,4,12,20,28,22.96
member,classic_bike,6,12,6,134,8.46
member,classic_bike,6,12,8,368,10.55
member,classic_bike,7,12,11,305,12.14
casual,electric_bike,7,12,16,139,11.98
member,electric_bike,2,12,9,291,7.61
member,classic_bike,2,12,16,611,13.6
member,classic_bike,3,12,9,390,10.21
casual,electric_bike,3,12,11,79,10.23
casual,electric_bike,4,12,12,151,10.62
casual,electric_bike,6,12,16,182,10.14
member,classic_bike,7,12,7,95,18.94
member,electric_bike,3,12,13,396,9.06
member,classic_bike,3,12,21,170,14.02
member,classic_bike,4,12,10,302,12.82
casual,electric_bike,4,12,22,47,7.77
member,classic_bike,5,1,13,480,9.68
member,classic_bike,5,1,16,945,10.87
member,electric_bike,7,1,9,213,8.92
member,classic_bike,7,1,14,480,10.71
member,classic_bike,1,1,5,13,15.08
member,classic_bike,1,1,11,265,16.05
member,electric_bike,2,1,5,82,5.07
member,electric_bike,2,1,8,494,7.19
member,classic_bike,2,1,17,573,10.66
member,electric_bike,2,1,18,357,7.79
member,electric_bike,3,1,12,234,6.96
casual,electric_bike,3,1,14,80,8.14
member,electric_bike,3,1,17,748,9.03
member,classic_bike,3,1,18,519,9.32
member,electric_bike,4,1,5,124,6.1
member,electric_bike,4,1,6,326,7.02
casual,classic_bike,4,1,15,100,23.78
member,electric_bike,5,1,9,453,6.74
casual,electric_bike,7,1,0,54,13.0
member,classic_bike,7,1,15,428,11.36
member,electric_bike,7,1,21,108,7.79
casual,electric_bike,1,1,14,60,7.33
member,classic_bike,2,1,12,286,9.1
member,classic_bike,3,1,6,265,9.08
member,electric_bike,3,1,22,75,7.29
member,electric_bike,4,1,11,284,8.08
member,classic_bike,5,1,15,630,11.35
member,classic_bike,6,1,10,242,8.4
casual,classic_bike,6,1,20,49,39.12
member,classic_bike,7,1,10,357,9.7
casual,electric_bike,7,1,17,98,9.51
casual,electric_bike,5,1,12,104,8.99
member,electric_bike,6,1,21,142,8.68
casual,classic_bike,7,1,18,47,15.15
member,electric_bike,1,1,12,209,7.86
member,electric_bike,2,1,7,466,7.17
member,electric_bike,2,1,11,182,10.51
member,classic_bike,3,1,11,252,8.72
member,electric_bike,5,1,4,23,7.0
member,electric_bike,7,2,13,315,8.48
member,classic_bike,7,2,21,122,10.05
member,classic_bike,1,2,0,74,8.68
member,classic_bike,1,2,12,402,10.28
member,electric_bike,1,2,20,133,7.84
member,classic_bike,1,2,22,69,10.46
member,classic_bike,2,2,20,276,9.06
casual,electric_bike,4,2,10,62,7.11
casual,electric_bike,4,2,16,173,8.16
member,electric_bike,4,2,17,780,9.03
member,electric_bike,5,2,13,321,7.87
casual,electric_bike,5,2,18,126,7.56
casual,classic_bike,5,2,19,62,8.97
member,classic_bike,5,2,21,175,10.96
member,electric_bike,6,2,13,380,7.46
member,electric_bike,6,2,14,426,8.74
casual,electric_bike,6,2,20,67,9.58
member,electric_bike,7,2,10,291,7.7
casual,classic_bike,7,2,12,96,23.06
casual,electric_bike,1,2,9,73,7.93
member,classic_bike,2,2,18,587,9.85
member,electric_bike,3,2,8,791,8.55
member,classic_bike,3,2,19,398,8.94
casual,electric_bike,3,2,21,46,7.98
member,classic_bike,3,2,23,46,12.24
member,classic_bike,4,2,11,281,8.44
casual,electric_bike,5,2,8,121,7.33
member,electric_bike,5,2,16,879,8.77
casual,electric_bike,7,2,5,6,2.83
member,electric_bike,7,2,16,272,9.6
member,electric_bike,1,2,11,309,10.6
member,classic_bike,4,2,18,496,9.97
casual,electric_bike,5,2,20,65,7.43
member,electric_bike,2,2,0,40,12.1
member,electric_bike,2,2,19,382,7.57
casual,classic_bike,2,2,21,31,8.42
member,electric_bike,3,2,11,232,9.92
member,electric_bike,4,2,12,285,6.93
member,electric_bike,4,2,19,266,8.05
casual,electric_bike,5,2,11,80,7.95
casual,classic_bike,6,2,17,156,24.53
casual,classic_bike,1,3,9,156,19.09
casual,electric_bike,1,3,15,273,16.01
member,electric_bike,1,3,19,322,9.37
member,electric_bike,2,3,7,920,8.14
member,classic_bike,2,3,19,850,12.0
casual,electric_bike,2,3,21,151,12.1
casual,electric_bike,3,3,13,172,13.44
member,electric_bike,4,3,5,158,6.01
casual,classic_bike,4,3,16,165,20.95
casual,classic_bike,5,3,8,105,11.06
member,classic_bike,5,3,10,395,10.72
member,classic_bike,5,3,13,506,10.2
casual,electric_bike,5,3,17,422,10.56
casual,electric_bike,5,3,22,99,11.06
member,electric_bike,6,3,9,450,8.18
casual,electric_bike,6,3,19,390,14.54
member,electric_bike,1,3,0,109,7.6
casual,electric_bike,1,3,13,373,15.6
casual,electric_bike,1,3,14,303,14.57
casual,electric_bike,2,3,9,138,7.78
member,electric_bike,3,3,0,48,6.19
casual,electric_bike,3,3,10,115,15.0
casual,electric_bike,3,3,14,194,15.03
member,electric_bike,3,3,19,454,9.07
member,classic_bike,4,3,17,1144,11.9
member,classic_bike,5,3,15,744,12.6
casual,classic_bike,5,3,20,95,22.87
casual,electric_bike,5,3,23,99,11.12
casual,electric_bike,6,3,17,684,15.43
casual,electric_bike,6,3,22,222,15.2
casual,classic_bike,7,3,7,91,20.9
casual,classic_bike,7,3,11,671,26.83
member,classic_bike,7,3,16,965,15.23
casual,electric_bike,7,3,23,120,12.47
member,classic_bike,1,3,8,313,13.47
member,electric_bike,2,3,6,503,7.67
casual,classic_bike,2,3,14,313,23.39
member,electric_bike,3,3,17,1357,10.65
member,electric_bike,4,3,6,481,7.71
member,electric_bike,5,3,21,259,9.1
member,classic_bike,6,3,1,31,11.0
casual,electric_bike,2,3,2,15,6.93
member,electric_bike,3,3,22,162,8.55
member,electric_bike,3,3,23,80,8.64
member,electric_bike,4,3,20,251,8.91
member,classic_bike,4,3,22,137,9.31
casual,electric_bike,7,3,0,187,13.39
member,classic_bike,7,3,1,84,11.95
casual,electric_bike,7,3,17,390,14.16
member,electric_bike,3,4,7,1459,8.39
casual,electric_bike,4,4,13,227,12.0
member,electric_bike,4,4,22,270,8.54
member,electric_bike,6,4,10,414,10.57
member,electric_bike,6,4,15,810,10.43
member,electric_bike,6,4,16,1109,9.97
member,electric_bike,7,4,3,44,9.7
member,electric_bike,7,4,14,622,11.16
member,electric_bike,7,4,15,658,10.65
casual,electric_bike,7,4,18,444,14.3
member,classic_bike,1,4,19,551,13.79
member,electric_bike,1,4,20,310,10.97
member,classic_bike,1,4,22,147,11.16
member,classic_bike,2,4,7,1055,13.22
member,electric_bike,2,4,17,1524,10.36
member,classic_bike,2,4,18,1424,13.13
member,classic_bike,2,4,20,527,12.45
member,classic_bike,4,4,8,1356,10.18
member,electric_bike,5,4,13,565,8.81
casual,classic_bike,6,4,12,408,25.24
member,electric_bike,6,4,14,590,9.79
casual,electric_bike,7,4,6,45,10.29
